clean_text,sentiment
no pre made jelly bradie,neutral
anyone else problem following unfollowing peep gone week,negative
kind miss certain someone already never get see,neutral
needing make new video,neutral
hey peter thanks follow many sydney pastor tweet shame no bris pastor twitter behind,neutral
planning week going good going get lot stuff done,positive
yay finally get trip away home exciting going shop bit,positive
home stingcrunk courselong day n nitealso visited boy rob vall goodhappy mother dayword yo mutha,positive
excited enfest yaaaay,positive
would love but plan,positive
want cool,positive
trying buy new biblebut arent samewhy dog chew,neutral
never started,negative
kicking back home,neutral
stayin dustins tonight car hate,negative
l ice grande halfsweet french vanilla soy milk starbucks mean summaas coming,positive
job hunting yay,neutral
slept till shooting new vid today,neutral
sean watching house thousand corpes,negative
moving nesbitt,neutral
love but cant call cause live argentina really really love mitchel,positive
bryan sweet didnt think gon na talk but towards end night talked,positive
haha not always daytrip friend but ive time thats know basic japanese,neutral
pride next weekend long beach,positive
oh no somebody hacked email im scared,negative
watched terminator cried one movie make cry reason arnie dy im lame,negative
even listen susans green policy,neutral
always catch away computer,neutral
wasnt sore yesterday but im definitely feeling hill leg hurt way booty good hurt,positive
want yal shoulve gone rm,neutral
only thing know star trek joke tina feys twitter may th,positive
ack course im person but think know,neutral
give contact person make cheesecake,neutral
decide time something devil always counteract frustrating but not discouraging,neutral
hate sick miss,negative
thank goodness starbucks iced coffeei feeling sluggish today think awful la weather,neutral
uh finally home but completely wiped,negative
officially hit wall totally nonfunctionalproductive work,negative
trying reorganize plan tonight uggg hopefully still lot fun,positive
grrh phone brand new might add keep switching others saying,negative
love but knw gna cut stuff tv,neutral
memorizing first line general prologue canterbury tale ughhh,neutral
hate working night co im not really able enjoy gorgeous weather asleep,negative
fabulous interracial woot,positive
got day painting,neutral
yep day whoop,neutral
home yes would perfect supposed happen last night still dry usually happens heading appt,positive
yeah agree btw check linuxoutlaws,neutral
glad got safe saw daughter enjoy time,positive
probably one best surprise everyou really amazing,positive
following keep updated latest dance scene event,neutral
date,neutral
live qa definitely best part twitter,positive
im feeling weak tired seating front pc really need study ha long quiz,negative
no th month,neutral
look tadpole no look foolish dog,negative
going watch dogtown hope not sad,positive
want tuna salmon sashimi bc roll dragon eye,neutral
lindos absolutely ruled post picture somewhere time back work today,positive
getting dizzy going lower original raise please dont think less,negative
couldnt respond cuz maxed,negative
gots sniffle,neutral
honeymoon good life,neutral
really put pic guess,neutral
cough drop taste grossblaaaqhhh,negative
cant stream video phone,neutral
yeahh yeah hifi lol grr dad pain said dont find anyone go cant go,negative
sunday runday outta bed onto road,neutral
dancing around cleaning house loving sunday far,positive
,neutral
look awesome heel yet afraid,neutral
feel like havent talked really really long time,negative
cause im not hearing guy,neutral
get terminal kill really force quit,neutral
rocky cola diner whittier tonight teacher pal mr b great time chatting but no one else came,positive
spell name alyson aly short spell best,positive
not internal fuse either poop might get spare loft although might job people,neutral
ok son bath gon na see find quick quote gon na miss yall weekend im already gettin sad,negative
wave make ok,positive
pleased hear but still shamed sometimes hear men,negative
mmm hot chocolate ugboots topgear life good,positive
ohh poor girl ill email relying october mr,negative
friend us logic must admit like itbut dont mac,neutral
oh no crashed ball pump,negative
thanks pointing crucial problem taken care cc,positive
overwhelming lead strawberry lemonade husband voted banana foster tho,positive
omfg favourite jerk chicken place closed,negative
omgoodness back school soon fun,positive
lol yeah well applies grocery store,neutral
grats aaron christine,neutral
lol love macbook oh imac cant decide love ok imac trump macbook,positive
no evr brngs starbux corieography,neutral
stuck traffic,neutral
want go vp but no one willing come,neutral
like hr shirt theyre inspiring think wittyrude hrlike saying id never actually wear,positive
beautiful stay inside,positive
got people dont let skip sci pratical becos skola impt not waste parent money nt fair,negative
getting self nice cup tea turn music,positive
err get timthumb whats url,neutral
oh placebo tix torus amos go sale anticipating hot cake distribution,negative
still half math worksheet science wb page worksheet english go feel sniffle dry eye coming along,neutral
kay planted garden last week ive got check,neutral
saw tweet couple week ago hashtag wanted contribute since huge mitch fan,positive
thats ok accept slave role wish command hahaha,neutral
im tired miss dionee already,negative
expense could without moment,neutral
plane ticket expensive,negative
unfortunately choose sleep gym almost everyday trying get,negative
need go back scotty using last year,positive
dont want apply job,neutral
haha no chance tweet rubbish back,negative
woke upbusy busy busy daybake bbyshower cupcake jay bday cake bleach hair see boo,neutral
cant really say much none set stone but im planning charity concert cystic fibrosis,neutral
life changing redhead got away,neutral
major cramples,negative
whaaaaaaaaaat thas hot b super nice,positive
hey yall waiting final edits cover sombodys baby cant wait input,neutral
many good show coming no money buy ticket fmfl brand new troub,positive
pm ok let go but first break aargh tired,negative
saw costa st pancras but didnt much time drink next time ill try,neutral
grrrri got wrong size coat sheep,negative
mcflyy finaly chance came kill mwahaha ha not cool ha,neutral
ohhh bad yes heh heh,negative
totally unsurprised dave isnt coming back but annalisa wrong opposite big warm mellow dave,negative
need nap but take train,neutral
got back im absolutely exhausted hour work,negative
